Tone,Date,Newspaper
-0.018771331,"March 26, 2018",CD
-0.016100179,"March 26, 2018",CD
-0.022779043,"March 26, 2018",CD
0.010327022,"March 26, 2015",CD
0.032051282,"March 25, 2019",CD
0.037974684,"March 25, 2016",CD
0.055876686,"March 25, 2016",CD
-0.007398274,"March 24, 2018",CD
-0.034246575,"March 24, 2018",CD
-0.004016064,"March 24, 2018",CD
0.032751092,"March 24, 2018",CD
-0.020715631,"March 24, 2018",CD
0.02173913,"March 24, 2016",CD
0.014836795,"March 24, 2015",CD
0.03,"March 24, 2015",CD
0.009358289,"March 24, 2015",CD
0.021327014,"March 23, 2018",CD
0,"March 22, 2018",CD
-0.02259887,"March 21, 2018",CD
-0.02994012,"March 21, 2018",CD
0.04556962,"March 20, 2018",CD
-0.009310987,"March 20, 2018",CD
0.004369197,"March 20, 2017",CD
-0.026422764,"March 20, 2017",CD
0.060773481,"March 20, 2017",CD
-0.012468828,"March 20, 2015",CD
0.020656136,"March 20, 2015",CD
-0.014519056,"March 2, 2018",CD
0.01509434,"March 2, 2018",CD
0.020654045,"March 2, 2017",CD
0,"March 2, 2017",CD
0,"March 2, 2017",CD
0.027586207,"March 2, 2016",CD
0.053097345,"March 18, 2016",CD
-0.001529052,"March 18, 2016",CD
0.014619883,"March 18, 2016",CD
-0.008639309,"March 17, 2018",CD
-0.007936508,"March 17, 2018",CD
-0.019543974,"March 17, 2017",CD
0.035667107,"March 17, 2017",CD
0.036036036,"March 17, 2017",CD
0.030721966,"March 17, 2016",CD
0.040178571,"March 16, 2018",CD
0.012477718,"March 16, 2017",CD
0.020028612,"March 16, 2017",CD
0.05045045,"March 16, 2016",CD
0.008264463,"March 16, 2014",CD
0.008264463,"March 16, 2014",CD
-0.010638298,"March 15, 2018",CD
0.024350649,"March 15, 2018",CD
0.024590164,"March 15, 2014",CD
0.052256532,"March 14, 2017",CD
0.031866464,"March 13, 2018",CD
-0.014184397,"March 13, 2017",CD
-0.011210762,"March 13, 2017",CD
0.016556291,"March 13, 2017",CD
0.034795764,"March 13, 2017",CD
-0.019386107,"March 13, 2017",CD
0.006802721,"March 13, 2017",CD
0.027298851,"March 13, 2017",CD
0.029761905,"March 13, 2017",CD
0.016620499,"March 13, 2017",CD
0.020869565,"March 13, 2017",CD
0.025056948,"March 13, 2017",CD
0.051587302,"March 13, 2015",CD
-0.027027027,"March 12, 2018",CD
0.001508296,"March 11, 2017",CD
0.053097345,"March 11, 2016",CD
0.04148784,"March 11, 2016",CD
0.072966507,"March 10, 2016",CD
0.006153846,"March 1, 2019",CD
0.00623053,"March 1, 2019",CD
0.011764706,"March 1, 2019",CD
0.041025641,"March 1, 2019",CD
0.030982906,"March 1, 2019",CD
0.028268551,"June 9, 2018",CD
-0.019855596,"June 9, 2018",CD
0.019966722,"June 9, 2018",CD
0.002118644,"June 9, 2018",CD
0.001583531,"June 9, 2017",CD
0.012084592,"June 9, 2016",CD
-0.025341131,"June 9, 2014",CD
-0.006514658,"June 8, 2019",CD
0.0096,"June 8, 2018",CD
-0.009887006,"June 8, 2018",CD
0.019900498,"June 8, 2018",CD
0.015600624,"June 8, 2017",CD
0.01384083,"June 8, 2016",CD
0.027210884,"June 8, 2014",CD
-0.008077544,"June 7, 2019",CD
-0.026845638,"June 7, 2019",CD
0.002118644,"June 7, 2018",CD
-0.026726058,"June 7, 2016",CD
0.026604069,"June 7, 2016",CD
-0.03776435,"June 6, 2019",CD
-0.013793103,"June 6, 2019",CD
-0.022770398,"June 6, 2019",CD
0.028268551,"June 6, 2018",CD
0.004643963,"June 6, 2018",CD
0.008802817,"June 6, 2017",CD
0.02685624,"June 6, 2016",CD
0.039634146,"June 6, 2016",CD
-0.042253521,"June 6, 2016",CD
-0.013774105,"June 6, 2014",CD
-0.01350135,"June 6, 2014",CD
0.013740458,"June 5, 2019",CD
0.038461538,"June 5, 2019",CD
-0.005145798,"June 5, 2019",CD
-0.014534884,"June 5, 2017",CD
0.057823129,"June 5, 2017",CD
-0.013774105,"June 5, 2014",CD
-0.036224976,"June 4, 2019",CD
0.011990408,"June 4, 2019",CD
0.020477816,"June 4, 2019",CD
-0.015086207,"June 4, 2019",CD
-0.033254157,"June 4, 2019",CD
0.038860104,"June 4, 2019",CD
0.056115108,"June 4, 2018",CD
0.018302829,"June 4, 2018",CD
-0.008042895,"June 4, 2014",CD
0.002247191,"June 4, 2014",CD
-0.011023622,"June 30, 2018",CD
0.009363296,"June 30, 2017",CD
0.019572954,"June 30, 2017",CD
0.053278689,"June 30, 2017",CD
0.01996008,"June 30, 2017",CD
0.043147208,"June 30, 2014",CD
-0.018475751,"June 3, 2019",CD
0.004329004,"June 3, 2019",CD
0.024390244,"June 3, 2019",CD
-0.002398082,"June 3, 2016",CD
0.048,"June 3, 2016",CD
-0.00528169,"June 29, 2018",CD
0.002008032,"June 29, 2017",CD
-0.008780488,"June 28, 2019",CD
0.009985735,"June 28, 2019",CD
-0.026186579,"June 28, 2019",CD
0.00753012,"June 28, 2018",CD
0.046875,"June 28, 2018",CD
-0.009569378,"June 27, 2019",CD
-0.029867257,"June 27, 2018",CD
-0.010282776,"June 27, 2018",CD
0.03125,"June 27, 2017",CD
0.016528926,"June 27, 2014",CD
0.01183899,"June 26, 2019",CD
0.030558483,"June 26, 2018",CD
-0.010854817,"June 25, 2018",CD
-0.009287926,"June 25, 2016",CD
0.023734177,"June 24, 2019",CD
0.00815047,"June 24, 2019",CD
0.021558872,"June 24, 2019",CD
0.009090909,"June 24, 2019",CD
0.004291845,"June 24, 2016",CD
0.007614213,"June 24, 2015",CD
-0.026732673,"June 23, 2018",CD
-0.03875969,"June 23, 2018",CD
0.004934211,"June 23, 2018",CD
0.022099448,"June 23, 2018",CD
0.017391304,"June 23, 2017",CD
0.022202487,"June 23, 2016",CD
-0.008187135,"June 22, 2018",CD
-0.028892456,"June 22, 2018",CD
-0.023706897,"June 22, 2018",CD
0.022530329,"June 22, 2018",CD
-0.016949153,"June 22, 2018",CD
-0.012711864,"June 22, 2017",CD
0.029185868,"June 22, 2015",CD
-0.025116279,"June 21, 2018",CD
-0.003225806,"June 21, 2018",CD
0.010575793,"June 21, 2018",CD
-0.009202454,"June 21, 2018",CD
-0.013888889,"June 20, 2019",CD
0.004672897,"June 20, 2019",CD
0.023702032,"June 20, 2018",CD
-0.026960784,"June 20, 2018",CD
-0.018716578,"June 20, 2018",CD
0.032745592,"June 20, 2017",CD
0.034188034,"June 20, 2015",CD
0.009771987,"June 2, 2017",CD
-0.01179941,"June 2, 2016",CD
-0.009137056,"June 2, 2016",CD
0.036026201,"June 19, 2019",CD
-0.024291498,"June 19, 2019",CD
0.015594542,"June 19, 2019",CD
-0.013414634,"June 19, 2018",CD
-0.009501188,"June 19, 2018",CD
0,"June 19, 2015",CD
0.025291829,"June 19, 2015",CD
-0.015789474,"June 18, 2018",CD
0.046439628,"June 18, 2015",CD
0.006861063,"June 18, 2015",CD
-0.003671971,"June 17, 2019",CD
-0.014527845,"June 17, 2019",CD
0.018518519,"June 17, 2019",CD
0.018544936,"June 17, 2019",CD
-0.011293634,"June 17, 2019",CD
0.010507881,"June 17, 2019",CD
0.034662045,"June 17, 2017",CD
0.027210884,"June 17, 2014",CD
-0.027027027,"June 17, 2014",CD
-0.019823789,"June 16, 2018",CD
-0.011904762,"June 16, 2018",CD
-0.025147929,"June 16, 2018",CD
0.069958848,"June 16, 2017",CD
0.035769829,"June 16, 2017",CD
0.057142857,"June 16, 2017",CD
0.057823129,"June 16, 2017",CD
0.009009009,"June 16, 2015",CD
0.017366136,"June 16, 2014",CD
-0.0208,"June 15, 2019",CD
0.030973451,"June 15, 2019",CD
0.009546539,"June 15, 2018",CD
0.029850746,"June 15, 2017",CD
0.009009009,"June 15, 2015",CD
-0.024590164,"June 14, 2019",CD
0.012269939,"June 14, 2019",CD
-0.009433962,"June 14, 2019",CD
0.028277635,"June 14, 2017",CD
0.046296296,"June 14, 2015",CD
-0.022727273,"June 13, 2019",CD
-0.013597033,"June 13, 2019",CD
-0.01188455,"June 13, 2018",CD
-0.025073746,"June 13, 2018",CD
0.024866785,"June 13, 2017",CD
0.009661836,"June 13, 2017",CD
0.009291521,"June 13, 2017",CD
0.015243902,"June 13, 2017",CD
0.01837985,"June 13, 2017",CD
0.01862069,"June 13, 2017",CD
0.017100372,"June 13, 2017",CD
0.015267176,"June 13, 2017",CD
-0.011811024,"June 13, 2016",CD
0,"June 13, 2015",CD
0.001644737,"June 12, 2019",CD
-0.006525285,"June 12, 2019",CD
-0.006829268,"June 12, 2019",CD
-0.007272727,"June 12, 2015",CD
-0.007518797,"June 11, 2019",CD
0.007385524,"June 11, 2019",CD
-0.001901141,"June 11, 2019",CD
0,"June 11, 2018",CD
-0.011782032,"June 11, 2018",CD
0.021223471,"June 10, 2019",CD
0.003868472,"June 10, 2019",CD
0.003868472,"June 10, 2019",CD
-0.007481297,"June 10, 2019",CD
-0.007481297,"June 10, 2019",CD
0.057777778,"June 10, 2019",CD
0.057777778,"June 10, 2019",CD
-0.02722323,"June 10, 2014",CD
-0.025341131,"June 10, 2014",CD
0.0228471,"June 10, 2014",CD
0.021621622,"July 9, 2019",CD
0.001607717,"July 9, 2019",CD
0.037216828,"July 9, 2019",CD
-0.031811895,"July 9, 2018",CD
-0.012787724,"July 9, 2015",CD
-0.007936508,"July 8, 2019",CD
-0.017152659,"July 8, 2019",CD
0,"July 8, 2019",CD
0.019769357,"July 8, 2017",CD
0.022167488,"July 8, 2015",CD
0.003671971,"July 8, 2014",CD
0.003821656,"July 8, 2014",CD
0.003671971,"July 8, 2014",CD
-0.030927835,"July 7, 2018",CD
0,"July 7, 2018",CD
-0.018475751,"July 7, 2018",CD
-0.004728132,"July 7, 2018",CD
0.054131054,"July 7, 2018",CD
-0.027972028,"July 7, 2018",CD
0.003821656,"July 7, 2014",CD
-0.028021016,"July 6, 2018",CD
-0.029059829,"July 6, 2018",CD
0.005841121,"July 6, 2015",CD
0.019089574,"July 5, 2019",CD
0.020044543,"July 5, 2019",CD
-0.017817372,"July 5, 2018",CD
0.034795764,"July 5, 2017",CD
-0.05815832,"July 4, 2018",CD
-0.018475751,"July 4, 2018",CD
0.045627376,"July 4, 2017",CD
0.005424955,"July 31, 2019",CD
0.03442623,"July 31, 2019",CD
0.00736377,"July 31, 2018",CD
0.005347594,"July 31, 2018",CD
0.039256198,"July 31, 2014",CD
-0.008460237,"July 30, 2019",CD
0.027164686,"July 30, 2019",CD
0.012328767,"July 30, 2018",CD
-0.015981735,"July 30, 2018",CD
-0.017133956,"July 30, 2018",CD
0.045454545,"July 30, 2017",CD
0.033189033,"July 30, 2016",CD
0.027989822,"July 3, 2019",CD
0.02020202,"July 3, 2019",CD
-0.014440433,"July 3, 2018",CD
-0.004040404,"July 3, 2018",CD
0.029874214,"July 3, 2018",CD
-0.006880734,"July 29, 2019",CD
0.007246377,"July 29, 2017",CD
0.045088567,"July 29, 2017",CD
0.067058824,"July 29, 2014",CD
-0.003021148,"July 28, 2018",CD
0,"July 28, 2018",CD
-0.016949153,"July 28, 2018",CD
-0.013136289,"July 28, 2018",CD
-0.001988072,"July 27, 2018",CD
-0.014705882,"July 27, 2016",CD
-0.003484321,"July 27, 2016",CD
-0.010078387,"July 27, 2015",CD
-0.014450867,"July 26, 2018",CD
-0.017199017,"July 26, 2016",CD
-0.00973236,"July 25, 2018",CD
-0.053061224,"July 25, 2018",CD
0.02182285,"July 25, 2018",CD
-0.007462687,"July 25, 2016",CD
0.022364217,"July 25, 2015",CD
0.022033898,"July 25, 2015",CD
0.089965398,"July 25, 2014",CD
0.03030303,"July 24, 2014",CD
-0.017832647,"July 23, 2018",CD
-0.016241299,"July 23, 2018",CD
-0.013867488,"July 23, 2015",CD
-0.012048193,"July 23, 2015",CD
-0.01826484,"July 22, 2016",CD
0,"July 21, 2018",CD
-0.052505967,"July 21, 2018",CD
0.007130125,"July 21, 2017",CD
0.031354983,"July 21, 2015",CD
-0.016286645,"July 21, 2015",CD
0.029478458,"July 20, 2018",CD
0.071202532,"July 20, 2017",CD
0.010118044,"July 20, 2017",CD
0.009884679,"July 20, 2017",CD
0.035185185,"July 20, 2017",CD
0.037974684,"July 20, 2017",CD
0.038216561,"July 20, 2017",CD
-0.01607717,"July 20, 2015",CD
0.048267327,"July 20, 2014",CD
0.048628429,"July 20, 2014",CD
-0.027063599,"July 2, 2019",CD
0.078774617,"July 2, 2019",CD
-0.019662921,"July 2, 2019",CD
0.040133779,"July 2, 2019",CD
-0.003916449,"July 19, 2019",CD
-0.023058252,"July 19, 2017",CD
-0.021563342,"July 19, 2017",CD
0.008571429,"July 19, 2014",CD
-0.011873351,"July 18, 2019",CD
-0.01459854,"July 18, 2019",CD
-0.04,"July 18, 2019",CD
-0.041343669,"July 18, 2019",CD
-0.027491409,"July 18, 2018",CD
-0.017313019,"July 18, 2018",CD
-0.003731343,"July 18, 2015",CD
-0.003236246,"July 18, 2014",CD
-0.005033557,"July 18, 2014",CD
0.064102564,"July 18, 2014",CD
0.010746606,"July 17, 2019",CD
0.001644737,"July 17, 2018",CD
0.065049614,"July 17, 2018",CD
0.017907634,"July 17, 2018",CD
0.002512563,"July 17, 2017",CD
0.017857143,"July 17, 2017",CD
0,"July 17, 2015",CD
0.036557149,"July 17, 2015",CD
-0.003911343,"July 16, 2019",CD
-0.030909091,"July 16, 2018",CD
0.01026694,"July 16, 2018",CD
-0.040247678,"July 16, 2018",CD
0.017761989,"July 16, 2018",CD
0.037620742,"July 16, 2015",CD
-0.00777605,"July 16, 2014",CD
0.007575758,"July 15, 2019",CD
0.007566204,"July 15, 2019",CD
0.011494253,"July 15, 2017",CD
0.070826307,"July 15, 2014",CD
0.068627451,"July 15, 2014",CD
0.00621118,"July 15, 2014",CD
0,"July 15, 2014",CD
-0.019969278,"July 14, 2018",CD
-0.008124577,"July 14, 2018",CD
0.029754204,"July 14, 2018",CD
-0.008752735,"July 14, 2018",CD
-0.0129683,"July 14, 2018",CD
-0.024827586,"July 14, 2018",CD
-0.010695187,"July 14, 2014",CD
0.070469799,"July 14, 2014",CD
-0.02756654,"July 13, 2018",CD
-0.019077901,"July 13, 2018",CD
-0.01618123,"July 13, 2018",CD
-0.026086957,"July 13, 2018",CD
0.002590674,"July 13, 2018",CD
-0.029871977,"July 13, 2017",CD
-0.019548872,"July 13, 2017",CD
-0.001338688,"July 12, 2019",CD
-0.051835853,"July 12, 2019",CD
0,"July 12, 2018",CD
0,"July 12, 2018",CD
0,"July 12, 2018",CD
0.020740741,"July 12, 2018",CD
0.029754204,"July 11, 2018",CD
0,"July 11, 2018",CD
0.016981132,"July 11, 2018",CD
-0.022675737,"July 11, 2015",CD
0.011316872,"July 10, 2019",CD
0.001607717,"July 10, 2019",CD
-0.017915309,"July 10, 2018",CD
0.030660377,"July 10, 2018",CD
-0.009724473,"July 10, 2018",CD
-0.024096386,"July 10, 2015",CD
0.023952096,"July 10, 2014",CD
0.073667712,"July 10, 2014",CD
0.013,"July 10, 2014",CD
0.00990099,"July 10, 2014",CD
0.019607843,"July 10, 2014",CD
0.00990099,"July 10, 2014",CD
0.019637462,"July 1, 2019",CD
0.039451115,"July 1, 2019",CD
0.008431703,"July 1, 2017",CD
0.011508177,"July 1, 2015",CD
0.051146384,"January 9, 2015",CD
0.052830189,"January 9, 2015",CD
0.051440329,"January 9, 2015",CD
0.036144578,"January 9, 2015",CD
0.014018692,"January 8, 2019",CD
0.008348794,"January 8, 2019",CD
0.030898876,"January 8, 2019",CD
-0.008450704,"January 8, 2017",CD
-0.00297619,"January 8, 2017",CD
-0.010719755,"January 8, 2016",CD
0.016129032,"January 8, 2015",CD
0.016393443,"January 8, 2015",CD
0.035519126,"January 8, 2015",CD
0.042986425,"January 8, 2015",CD
0.005952381,"January 8, 2015",CD
0.004559271,"January 8, 2015",CD
0.006684492,"January 8, 2015",CD
0.047457627,"January 8, 2015",CD
0.047457627,"January 8, 2015",CD
0.05,"January 8, 2015",CD
0.044328553,"January 7, 2019",CD
0.01635514,"January 7, 2017",CD
0.017326733,"January 7, 2017",CD
-0.002971768,"January 7, 2017",CD
-0.018361582,"January 7, 2014",CD
0.021990741,"January 6, 2020",CD
0.011494253,"January 6, 2019",CD
0.017721519,"January 6, 2017",CD
-0.003184713,"January 6, 2017",CD
0.009090909,"January 6, 2017",CD
0.012383901,"January 5, 2017",CD
0.009090909,"January 5, 2017",CD
0.007444169,"January 4, 2019",CD
-0.044630404,"January 4, 2017",CD
-0.027272727,"January 4, 2017",CD
0.013927577,"January 4, 2017",CD
0.042071197,"January 4, 2017",CD
-0.001633987,"January 31, 2019",CD
-0.022373541,"January 31, 2018",CD
0.00286944,"January 31, 2016",CD
0.005555556,"January 30, 2015",CD
0.018181818,"January 3, 2019",CD
0.034213099,"January 3, 2019",CD
-0.01026694,"January 3, 2018",CD
-0.024734982,"January 3, 2018",CD
0.011389522,"January 3, 2018",CD
0.005479452,"January 3, 2017",CD
0.004120879,"January 29, 2016",CD
0.045977011,"January 29, 2015",CD
0.005319149,"January 29, 2015",CD
0.019321149,"January 29, 2015",CD
0.032894737,"January 29, 2015",CD
0.007194245,"January 29, 2015",CD
0.005208333,"January 29, 2015",CD
0.046237915,"January 29, 2015",CD
0.036088475,"January 29, 2014",CD
0.00286123,"January 28, 2016",CD
-0.041390728,"January 28, 2015",CD
0.025806452,"January 26, 2017",CD
0.008474576,"January 26, 2017",CD
0.018181818,"January 26, 2015",CD
0.018154312,"January 26, 2015",CD
-0.01056338,"January 25, 2019",CD
0.025044723,"January 25, 2017",CD
0.014925373,"January 25, 2015",CD
-0.026229508,"January 25, 2015",CD
-0.025773196,"January 25, 2015",CD
0.006644518,"January 25, 2015",CD
0.035175879,"January 25, 2015",CD
0.040971168,"January 24, 2019",CD
0.018567639,"January 24, 2018",CD
0.00177305,"January 24, 2018",CD
0.017281106,"January 24, 2017",CD
0,"January 24, 2017",CD
-0.011267606,"January 24, 2014",CD
0.01244168,"January 23, 2019",CD
0.013544018,"January 23, 2019",CD
0.022522523,"January 23, 2018",CD
0.009090909,"January 23, 2017",CD
0.001426534,"January 23, 2017",CD
-0.01369863,"January 23, 2017",CD
-0.003120125,"January 22, 2018",CD
-0.028688525,"January 22, 2017",CD
-0.010852713,"January 22, 2015",CD
0,"January 22, 2015",CD
0.012102874,"January 21, 2017",CD
-0.027061856,"January 21, 2017",CD
0.025316456,"January 21, 2017",CD
-0.031784841,"January 21, 2015",CD
0.040322581,"January 20, 2019",CD
0.012048193,"January 20, 2019",CD
-0.004535147,"January 20, 2019",CD
0.045685279,"January 20, 2017",CD
-0.027272727,"January 20, 2017",CD
0.014583333,"January 20, 2016",CD
0.006993007,"January 2, 2020",CD
0.029213483,"January 2, 2017",CD
0.028888889,"January 2, 2017",CD
0.042925278,"January 19, 2017",CD
0.046857143,"January 19, 2017",CD
-0.027272727,"January 19, 2017",CD
-0.03628692,"January 18, 2019",CD
0.063469676,"January 18, 2019",CD
0.008517888,"January 18, 2018",CD
0.020920502,"January 18, 2018",CD
-0.00331675,"January 18, 2017",CD
0.009090909,"January 18, 2017",CD
-0.003780718,"January 18, 2017",CD
0.005756579,"January 18, 2015",CD
0.015310234,"January 17, 2020",CD
0.018669778,"January 17, 2020",CD
0.033898305,"January 17, 2020",CD
0.012,"January 17, 2019",CD
-0.027272727,"January 17, 2017",CD
0.020330368,"January 17, 2015",CD
0.019723866,"January 16, 2020",CD
0.049327354,"January 16, 2020",CD
0.046428571,"January 16, 2020",CD
0.009090909,"January 16, 2017",CD
0.009090909,"January 16, 2017",CD
0.021699819,"January 15, 2020",CD
0.018621974,"January 15, 2020",CD
0.063291139,"January 15, 2019",CD
0.002350176,"January 15, 2016",CD
-0.01025641,"January 15, 2016",CD
-0.010273973,"January 15, 2016",CD
0.020330368,"January 15, 2015",CD
0.020134228,"January 14, 2020",CD
0.049019608,"January 14, 2020",CD
-0.036225779,"January 14, 2019",CD
0.005997001,"January 14, 2018",CD
0.007168459,"January 14, 2017",CD
0.002339181,"January 14, 2016",CD
-0.002886003,"January 14, 2015",CD
0.002347418,"January 13, 2020",CD
0.001618123,"January 13, 2019",CD
0.009090909,"January 13, 2017",CD
0.011111111,"January 13, 2017",CD
0.028409091,"January 13, 2016",CD
0.016694491,"January 13, 2014",CD
0.005997001,"January 12, 2018",CD
0.012578616,"January 12, 2017",CD
-0.00297619,"January 12, 2017",CD
0.009090909,"January 12, 2017",CD
0,"January 12, 2016",CD
0.038,"January 11, 2019",CD
0.007117438,"January 11, 2017",CD
-0.027272727,"January 11, 2017",CD
-0.004056795,"January 11, 2016",CD
0.056363636,"January 11, 2015",CD
0.032581454,"January 10, 2020",CD
0.022292994,"January 10, 2020",CD
0.021276596,"January 10, 2017",CD
-0.023041475,"January 10, 2014",CD
0.022301517,"January 1, 2019",CD
0.007434944,"January 1, 2019",CD
0.040609137,"January 1, 2016",CD
0.0125,"February 9, 2018",CD
0.012612613,"February 9, 2018",CD
-0.01369863,"February 9, 2017",CD
0.007042254,"February 9, 2017",CD
0.004204625,"February 9, 2014",CD
-0.020979021,"February 8, 2017",CD
0.060773481,"February 8, 2017",CD
0.063043478,"February 8, 2015",CD
-0.017766497,"February 7, 2018",CD
-0.002597403,"February 7, 2018",CD
-0.001879699,"February 7, 2018",CD
0.035916824,"February 7, 2018",CD
0.03030303,"February 7, 2018",CD
-0.01843318,"February 7, 2017",CD
-0.017045455,"February 7, 2017",CD
0.007352941,"February 7, 2017",CD
0.040849673,"February 7, 2014",CD
0.024282561,"February 6, 2020",CD
0.040816327,"February 6, 2018",CD
-0.016393443,"February 6, 2017",CD
-0.001488095,"February 6, 2017",CD
-0.002853067,"February 6, 2017",CD
0.039761431,"February 6, 2014",CD
0.011945392,"February 5, 2016",CD
0.058823529,"February 5, 2015",CD
0.063043478,"February 5, 2015",CD
0.026315789,"February 4, 2020",CD
0.024282561,"February 4, 2020",CD
0.027914614,"February 3, 2017",CD
0.008474576,"February 3, 2017",CD
0.007181329,"February 3, 2016",CD
-0.013986014,"February 28, 2017",CD
0.07079646,"February 28, 2017",CD
0.01025641,"February 28, 2017",CD
0.016949153,"February 28, 2014",CD
0.00913242,"February 27, 2019",CD
-0.006142506,"February 27, 2019",CD
-0.036745407,"February 27, 2015",CD
-0.036745407,"February 27, 2015",CD
0.041025641,"February 26, 2019",CD
-0.008590394,"February 26, 2018",CD
0.033163265,"February 26, 2018",CD
-0.003257329,"February 26, 2016",CD
-0.001529052,"February 26, 2016",CD
0.070546737,"February 25, 2019",CD
0.045045045,"February 25, 2017",CD
0.024817518,"February 25, 2017",CD
0.024817518,"February 25, 2017",CD
0.002244669,"February 25, 2017",CD
0.002358491,"February 25, 2017",CD
-0.016200295,"February 25, 2015",CD
-0.002772643,"February 25, 2015",CD
0.006273526,"February 25, 2014",CD
0.015558699,"February 24, 2016",CD
0.014749263,"February 24, 2016",CD
-0.008797654,"February 24, 2014",CD
0,"February 24, 2014",CD
0.003690037,"February 24, 2014",CD
-0.025773196,"February 23, 2018",CD
0.008474576,"February 23, 2017",CD
0.008097166,"February 22, 2017",CD
0.027777778,"February 21, 2019",CD
-0.025423729,"February 21, 2017",CD
0.019914651,"February 21, 2017",CD
0.004658385,"February 20, 2017",CD
-0.025423729,"February 20, 2017",CD
0.02173913,"February 20, 2015",CD
0.037878788,"February 2, 2018",CD
-0.011315417,"February 2, 2016",CD
0.012933264,"February 19, 2014",CD
-0.006535948,"February 18, 2017",CD
0.036290323,"February 18, 2017",CD
-0.023554604,"February 18, 2017",CD
-0.023148148,"February 18, 2017",CD
0.008403361,"February 18, 2017",CD
0.008474576,"February 17, 2017",CD
-0.022759602,"February 17, 2017",CD
0.008474576,"February 16, 2017",CD
0.011945392,"February 16, 2016",CD
0.043564356,"February 15, 2017",CD
0.003095975,"February 15, 2017",CD
0.036144578,"February 15, 2017",CD
0.006993007,"February 15, 2017",CD
0.006535948,"February 15, 2017",CD
-0.020217729,"February 15, 2017",CD
0.030254777,"February 15, 2017",CD
0.007853403,"February 15, 2017",CD
0.008333333,"February 15, 2017",CD
0.031007752,"February 15, 2016",CD
-0.013910355,"February 15, 2015",CD
-0.012939002,"February 15, 2015",CD
0.032,"February 15, 2014",CD
0.032,"February 15, 2014",CD
0.00397351,"February 14, 2019",CD
0.029874214,"February 14, 2017",CD
0.030456853,"February 14, 2016",CD
0.053633218,"February 13, 2018",CD
0.057377049,"February 13, 2018",CD
-0.025423729,"February 13, 2017",CD
-0.013910355,"February 13, 2015",CD
-0.012939002,"February 13, 2015",CD
-0.013793103,"February 12, 2015",CD
0.018867925,"February 12, 2015",CD
0.039115646,"February 11, 2019",CD
-0.01509434,"February 11, 2019",CD
0.014508929,"February 10, 2017",CD
0.014336918,"February 10, 2017",CD
-0.022058824,"February 10, 2017",CD
0.029850746,"February 10, 2017",CD
0.07,"February 10, 2017",CD
-0.007936508,"February 10, 2014",CD
0.039115646,"February 1, 2019",CD
-0.01509434,"February 1, 2019",CD
0.024911032,"February 1, 2017",CD
0.005617978,"February 1, 2017",CD
-0.027065527,"February 1, 2017",CD
-0.041390728,"February 1, 2015",CD
0.033860045,"February 1, 2014",CD
0.015781923,"December 9, 2016",CD
0.005291005,"December 8, 2017",CD
0.043478261,"December 8, 2017",CD
0,"December 8, 2017",CD
0.015873016,"December 7, 2018",CD
0.043261231,"December 7, 2017",CD
-0.015698587,"December 7, 2017",CD
0.031397174,"December 7, 2017",CD
-0.011315417,"December 7, 2017",CD
-0.01266825,"December 7, 2015",CD
-0.015116279,"December 6, 2018",CD
0.071038251,"December 6, 2018",CD
0.015909091,"December 6, 2018",CD
0.006289308,"December 6, 2018",CD
-0.020599251,"December 6, 2017",CD
-0.011904762,"December 5, 2017",CD
0.018134715,"December 5, 2016",CD
0.025,"December 5, 2014",CD
-0.014556041,"December 4, 2018",CD
0.003305785,"December 4, 2017",CD
-0.032212885,"December 4, 2017",CD
-0.006932409,"December 4, 2013",CD
0.00177305,"December 31, 2019",CD
0.022727273,"December 31, 2019",CD
0.013669821,"December 31, 2017",CD
0.019966722,"December 31, 2015",CD
0.00952381,"December 31, 2013",CD
-0.033613445,"December 30, 2019",CD
0.060344828,"December 30, 2016",CD
-0.032544379,"December 30, 2016",CD
0.008849558,"December 30, 2013",CD
0.003671072,"December 30, 2013",CD
-0.003562945,"December 30, 2013",CD
-0.014184397,"December 3, 2019",CD
0.010194625,"December 3, 2018",CD
0.010575793,"December 3, 2017",CD
0.008599509,"December 3, 2017",CD
0.059701493,"December 3, 2017",CD
-0.030188679,"December 3, 2017",CD
0.038520801,"December 3, 2016",CD
0.035616438,"December 3, 2016",CD
-0.034926471,"December 3, 2013",CD
-0.001782531,"December 3, 2013",CD
0.040998217,"December 28, 2017",CD
-0.016029593,"December 27, 2019",CD
0.025684932,"December 27, 2019",CD
-0.010638298,"December 27, 2019",CD
-0.002617801,"December 27, 2016",CD
0.033807829,"December 26, 2019",CD
0.007194245,"December 26, 2014",CD
-0.041401274,"December 25, 2018",CD
-0.010912698,"December 25, 2017",CD
-0.034843206,"December 25, 2017",CD
-0.015957447,"December 25, 2014",CD
-0.025773196,"December 25, 2014",CD
0.035175879,"December 25, 2014",CD
0.028208745,"December 25, 2013",CD
0.011078287,"December 24, 2017",CD
0.033381713,"December 24, 2014",CD
-0.006741573,"December 23, 2019",CD
0.013986014,"December 23, 2018",CD
0.029850746,"December 23, 2018",CD
-0.029850746,"December 23, 2016",CD
0.019323671,"December 23, 2013",CD
0.082608696,"December 22, 2016",CD
0.011547344,"December 22, 2016",CD
0.032894737,"December 22, 2014",CD
0.041666667,"December 21, 2018",CD
0.003012048,"December 21, 2016",CD
0.030637255,"December 21, 2014",CD
